name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Farina di soia integrale (intera),,,40.8,17.3,22.4,470,2.7,3.8,12.4,,,6.1,0.0,18,0,,,0.38,0.26,1.9,1.79,0.4,,245,0,0,0,2.39,,,250,1870,180,,4.1,1.0,8.4,670,7,0.5,,
"Farina di soia, sgrassata",,,51.5,7.5,1.2,296,0.2,0.2,0.7,,,7.4,0.1,24.5,0,,,0.69,0.25,2.6,1.98,0.57,,303,0,0,0,0.04,,,300,2400,240,,2.5,20.0,9.2,670,1.7,0.8,,
Farina di spelta bianca tipo 550,,,13.3,68.2,1.6,348,0.3,0.2,0.6,,,0.9,0.0,4,0,,,0.24,0.03,0.53,0.35,0.08,,43.4,0,0,0,0.47,,,34,150,21,,1.2,3.6,1.3,150,9.3,0,,
Farina di spelta integrale tipo 1900,,,15.0,58.0,2.5,345,0.4,0.5,1.2,,,1.3,0.0,15.3,nd,,,0.44,0.09,0.82,0.65,0.19,,67.4,0,0,0,0.63,,,130,390,31,,3.8,1.3,3.7,420,6.8,0,,
Farina di spelta tipo 1100,,,14.3,65.0,2.2,348,0.3,0.5,1.2,,,1.4,0.1,5.7,nd,,,nd,nd,nd,nd,nd,,nd,nd,nd,nd,nd,,,64,210,28,,2.8,27.0,2.4,240,9.3,nd,,
Farina (media),,,12.0,68.8,1.4,344,0.3,0.2,0.7,,,0.6,0.0,4.2,0,,,0.23,0.04,0.47,0.5,0.15,,19.1,0,0,0,0.53,,,38,190,12,,1.2,2.7,1.5,130,2.9,1,,
Farina per knöpfli,,,12.9,67.6,1.5,347,0.2,0.1,0.5,,,1.4,0.0,5.7,0,,,0.12,0.04,0.51,0.38,0.08,,39.4,0,0,0,0.36,,,46,200,19,,1.5,1.6,2.2,140,nd,4.2,,
Fecola di mais,,,0.3,88.0,0.0,354,0,0,0,,,0,0.0,0.6,0,,,0,0,0,0,0,,1,0,0,0,0,,,2,5,1,,0.6,6.0,0.5,22,nd,2.5,,
Fecola di patate,,,0.6,83.1,0.1,336,0,0,0.1,,,0,0.0,0.1,0,,,0.01,0.01,0.14,0.01,0.01,,0,0,0,0,0,,,6,15,35,,0.2,8.0,1.8,7,nd,1,,
"Fegato (media di vitello, manzo, maiale), cotto in padella (senza aggiunta di grassi o sale)",,,23.5,4.4,4.9,155,1.6,0.6,1.4,,,0,0.2,0,430,,,0.29,3.33,15.6,7.6,0.75,,205.9,50,21,0.8,0.7,,,20,290,9.6,,5.3,90.0,13,360,55,13,,
"Fegato (media di vitello, manzo, maiale), crudo",,,20.3,3.6,4.2,133,1.4,0.5,1.2,,,0,0.2,0,353,,,0.28,2.87,15.05,7.33,0.77,,198.7,54.67,23,0.7,0.57,,,20,320,7.9,,5.1,87.0,11,360,45,10,,
"Fetta di semolino, preparato (con latte intero)",,,6.2,14.3,7.5,151,4,1.9,0.6,,,4.1,0.3,1,63,,,0.04,0.21,0.17,0.54,0.04,,14.5,0.25,0.6,0.4,0.34,,,19,170,110,,0.7,100.0,0.6,120,4.7,13,,
"Fetta di semolino, preparato (con latte parzialmente scremato)",,,6.3,14.3,6.4,142,3.3,1.6,0.5,,,4.1,0.3,1,59,,,0.04,0.18,0.17,0.55,0.04,,14.5,0.24,0.3,0.4,0.31,,,19,170,110,,0.7,100.0,0.6,130,4.8,14,,
"Fette di melanzana, impanate, preparate",,,4.7,14.6,5.8,136,0.7,3.6,0.9,,,2.7,0.2,3.1,47,,,0.06,0.07,0.63,0.51,0.08,,19.4,0.17,1.1,0.4,0.62,,,17,230,23,,0.4,62.0,0.6,60,nd,5.7,,
"Fette di sedano rapa, impanate, preparate",,,4.7,15.4,5.7,139,0.7,3.5,0.9,,,1.9,0.3,4,45,,,0.08,0.07,0.31,0.7,0.16,,24.2,0.16,4.3,0.3,0.55,,,15,400,47,,0.6,130.0,0.7,88,nd,7.4,,
"Fette di zucca, impanate, preparate",,,4.7,16.7,5.8,144,0.7,3.6,0.9,,,4.1,0.2,2.7,47,,,0.08,0.09,0.47,0.68,0.09,,17.8,0.17,9,0.4,nd,,,12,370,50,,0.4,93.0,0.6,66,nd,5.8,,
"Fette di zucchina, impanate, preparate",,,4.5,13.3,5.6,125,0.7,3.4,0.9,,,2,0.2,1.5,44,,,0.07,0.09,0.42,0.44,0.08,,20,0.16,8.2,0.3,0.54,,,19,240,27,,0.5,94.0,0.6,77,nd,6.7,,
"Fettina (media di vitello, manzo, maiale, pollo), cotta in padella (senza aggiunta di grassi o sale)",,,29.7,0.2,2.4,141,0.8,1,0.4,,,0,0.2,0,71,,,0.26,0.2,8.76,0.9,0.42,,8.2,0.95,0,0.2,0.48,,,29,370,12,,2.5,72.0,1.2,230,15,1.8,,
"Fettina (media di vitello, manzo, maiale, pollo), cruda",,,22.6,0.2,2.1,110,0.7,0.9,0.3,,,0,0.2,0,52,,,0.27,0.16,7.8,0.79,0.45,,7.9,0.9,0,0.2,0.41,,,24,340,9.2,,1.9,61.0,0.9,200,11,1.3,,
"Fettina (media di vitello, manzo, maiale, pollo), impanata e preparata ",,,23.9,10.2,10.2,229,1.5,6.5,1.4,,,0.5,0.9,0.6,90,,,0.28,0.18,7.25,1.09,0.44,,19.4,0.98,0,0.5,2.47,,,26,350,19,,2,340.0,1.2,220,14,6.3,,
"Fichi, secchi",,,3.1,55.9,1.2,267,0.1,0.2,0.7,,,55.9,0.3,10,0,,,0.08,0.08,0.65,0.35,0.12,,12.7,0,0.5,0,0.35,,,67,780,190,,0.5,110.0,1.4,75,0.6,4,,
"Fico, crudo",,,1.2,13.5,0.5,71,0.1,0.1,0.2,,,12.2,0.0,4.1,0,,,0.04,0.03,0.35,0.2,0.06,,24.5,0,3.4,0,0.08,,,22,230,57,,0.2,5.0,0.3,21,1.6,1.5,,
"Finocchio, al vapore (senza aggiunta di sale)",,,1.0,2.5,0.4,22,0.1,0.1,0.2,,,2.1,0.0,2.4,0,,,0.02,0.1,0.16,0.13,0.03,,11.8,0,2.5,0,0.14,,,9.9,270,35,,0.2,19.0,0.2,27,0,0.5,,
"Finocchio, crudo",,,1.0,2.6,0.4,23,0.1,0.1,0.2,,,2.2,0.1,2.6,0,,,0.02,0.11,0.2,0.15,0.04,,19.6,0,3.3,0,0.14,,,11,320,37,,0.2,22.0,0.2,28,0,0.5,,
Fiocchi di avena,,,13.5,59.5,7.5,381,0.9,1.9,2.2,,,1,0.0,10.5,0,,,0.34,0.05,0.56,0.45,0.09,,20.5,0,0,0,0.79,,,130,390,54,,3.2,19.0,3.5,440,2.1,0.5,,
"Fiocchi di cereali croccanti, a base di frumento integrale e riso, con cioccolato",,,8.1,76.2,6.6,408,3.6,2,0.9,,,17.8,0.5,5.6,1,,,0.03,0.05,3.66,0.29,0.1,,16.9,0,0.1,0,0.36,,,61,340,37,,1.7,200.0,2.7,180,nd,2.8,,
"Fiocchi di cereali croccanti, a base di frumento integrale e riso, con frutti rossi",,,8.4,79.5,1.6,379,0.3,0.2,0.8,,,12.8,0.5,6.4,0,,,0.04,0.03,4.36,0.4,0.13,,29.6,0,8.6,0,0.8,,,56,290,29,,1.7,220.0,2.2,190,2.1,2.3,,
"Fiocchi di cereali croccanti, a base di frumento integrale e riso, naturale",,,8.5,80.7,1.5,382,0.3,0.2,0.8,,,10.9,0.6,5.6,0,,,0.03,0.02,4.3,0.31,0.11,,18.9,0,0,0,0.42,,,53,260,22,,1.7,230.0,2.2,190,2.2,2,,
Fiocchi di cereali (in media),,,11.5,63.5,3.7,352,0.6,0.8,1.3,,,1.4,0.0,9.5,0,,,0.33,0.08,2.64,0.71,0.27,,36.6,0,0,0,0.53,,,100,280,28,,2.5,8.1,3.9,310,1.7,2.7,,
"Fiocchi di frumento, integrali",,,13.5,59.6,1.8,335,0.3,0.2,0.8,,,0.7,0.0,13.3,0,,,0.46,0.09,5.1,1.18,0.27,,87,0,0,0,1,,,97,380,33,,2.6,8.0,3.2,340,nd,6.7,,
"Fiocchi di miglio, integrali",,,10.6,68.8,3.9,360,0.9,0.8,1.7,,,1.6,0.0,3.9,0,,,0.33,0.11,1.8,0.71,0.41,,20,0,0,0,0.1,,,120,170,10,,2.9,3.0,6.9,280,2,2.5,,
Fiocchi di orzo,,,8.5,66.1,1.5,333,0.3,0.1,0.7,,,2.2,0.0,10.3,0,,,0.2,0.08,3.1,0.49,0.29,,19,0,0,0,0.25,,,66,160,16,,1.3,3.0,2,190,1,1,,
"Fiocchi di patate, in polvere con latte e sale (purea istantanea)",,,11.3,65.5,5.3,365,3.1,1.2,0.5,,,10.3,3.1,4.7,13,,,0.13,0.41,4.51,1.22,0.69,,26.4,0.29,17.7,0.2,0.31,,,71,1230,230,,1.2,1260.0,2,380,nd,6,,
"Flammkuchen, cotto nel forno",,,7.8,27.0,12.3,254,6.6,3.4,0.9,,,1.9,1.1,2,33,,,0.13,0.08,0.82,0.29,0.11,,12.1,0.07,3.6,0.2,0.39,,,20,150,28,,0.9,460.0,0.8,92,nd,3,,
Fleischkäse (pasticcio di carne),,,12.5,1.4,22.3,256,8.8,10.8,2,,,1.4,2.3,0,51,,,0.29,0.11,3.42,0.4,0.13,,1,0.38,41.9,0.9,0,,,12,100,19,,1.4,900.0,0.5,190,6,0.4,,
Florentin (biscotto),,,9.3,50.7,28.7,514,10.8,12,4.5,,,44.1,0.1,7.6,21,,,0.05,0.1,0.47,0.38,0.04,,16.9,0.28,0.5,1,6.15,,,84,320,120,,1.1,52.0,2.5,180,nd,2.6,,
"Fondue classico, preparato",,,18.2,1.0,22.0,306,13.2,5.2,1,,,0.1,1.0,0,66,,,0.01,0.24,0.16,0.27,0.08,,4,0.92,0.5,0.5,0.24,,,27,93,620,,3,410.0,0.4,420,nd,11,,
"Fondue moitié-moitié, preparato",,,16.7,1.0,20.8,291,12.5,4.9,1,,,0,1.0,0,62,,,0.01,0.23,0.14,0.25,0.07,,7.6,0.95,0,0.4,0.39,,,23,93,520,,2.4,400.0,0.4,360,nd,16,,
"Fondue, preparato con sidro di mele",,,18.7,1.6,21.5,283,13.4,5.2,1,,,1,0.3,0,55,,,0,0.19,0.12,0.18,0.07,,3.1,0.99,0,0.3,0.23,,,22,100,680,,3.2,110.0,0.6,410,nd,17,,
Formaggio alle erbe glaronese ,,,31.6,0.0,0.5,132,0.3,0.1,0,,,0,4.3,0,2,,,0.01,0.28,0,0,0.05,,0,0,0,0,0,,,34,140,860,,3.9,1740.0,0.2,560,nd,0,,
"Formaggio a pasta dura e semi dura, grasso (in media)",,,26.6,0.0,32.1,397,19.5,7.6,1.5,,,0,1.2,0,92,,,0.02,0.34,0.18,0.39,0.12,,12.6,1.5,0,0.6,0.47,,,32,86,910,,4.3,460.0,0.3,590,nd,16,,
Formaggio a pasta molle (media senza prodotti sgrassati),,,19.4,0.0,27.7,327,17.2,6.3,1.2,,,0,2.1,0,80,,,0.02,0.44,0.72,0.64,0.14,,51.4,1.45,0,0.5,0.55,,,21,99,450,,2.1,840.0,0.1,310,nd,24,,
"Formaggio Appenzeller, grasso",,,24.3,0.0,31.7,384,19,7.4,1.5,,,0,1.6,0,95,,,0.04,0.36,0.1,0.33,0.07,,15,1.06,0,0.5,0.95,,,29,82,740,,4,620.0,0.3,540,nd,8.4,,
"Formaggio Appenzeller, un quarto grasso",,,33.1,0.0,11.4,235,6.8,2.7,0.5,,,0,2.0,0,34,,,0.04,0.5,0.1,0.54,0.07,,15,1.3,0,0.3,0.36,,,36,120,1090,,2.5,810.0,0.2,730,nd,35,,
Formaggio blu (in media),,,19.1,0.1,32.6,370,21.8,6.6,1.1,,,0.1,3.4,0,84,,,0.03,0.6,0.53,1.04,0.08,,40.6,0.74,0,0.6,0.33,,,26,130,640,,2.2,1370.0,0.2,370,nd,46,,
"Formaggio Brie, alla panna",,,17.7,0.0,30.0,342,18,7,1.4,,,0,1.4,0,90,,,0.02,0.34,1.1,0.38,0.13,,61.1,1.31,0,0.7,0.78,,,20,120,500,,2.3,560.0,0.2,340,nd,20,,
"Formaggio Brie, grasso",,,21.4,0.0,23.5,298,14.1,5.5,1.1,,,0,1.3,0,71,,,0.02,0.25,1.2,0.69,0.14,,65,1.8,0,0.5,0.61,,,19,84,420,,2.5,510.0,0.1,300,nd,8.3,,
"Formaggio Camembert, alla panna",,,17.1,0.0,31.7,355,19,7.5,1.5,,,0,1.2,0,95,,,0.02,0.71,1.1,0.51,0.14,,75.2,1.94,0,0.5,0.59,,,16,99,350,,1.6,480.0,0.2,260,nd,6.8,,
"Formaggio Camembert, grasso",,,20.8,0.0,23.7,297,14.2,5.6,1.1,,,0,2.2,0,71,,,0.02,0.23,1.1,0.8,0.15,,80,1.8,0,0.5,0.44,,,19,83,370,,2.2,890.0,0.1,260,nd,20,,
"Formaggio Camembert, semigrasso",,,24.4,0.0,10.0,188,6,2.4,0.5,,,0,1.5,0,30,,,0.02,0.5,1.2,0.66,0.17,,50,1.79,0,0.5,0.19,,,22,130,530,,3,600.0,0.3,410,nd,20,,
Formaggio delle alpi di Berna,,,27.1,0.0,38.3,453,23,9,1.8,,,nd,1.6,0,nd,,,nd,nd,nd,nd,nd,,nd,nd,nd,nd,nd,,,nd,nd,920,,nd,660.0,nd,nd,nd,nd,,
"Formaggio di capra, a pasta molle",,,18.4,0.0,23.3,283,16.2,4.9,0.6,,,0,1.6,0,96,,,0.02,0.47,1.05,0.52,0.16,,76.4,2,0,0.5,0.29,,,13,170,110,,0.6,630.0,0.2,180,10,30,,
Formaggio Emmentaler grasso,,,28.4,0.0,32.6,408,20.3,7.9,1.5,,,0,0.4,0,84,,,0.01,0.3,0.18,0.3,0.12,,9.4,1.67,0,0.5,0.35,,,31,84,1030,,4.6,170.0,0.4,620,nd,20,,
"Formaggio fresco, alla doppia panna",,,11.1,4.5,32.1,351,19.2,7.5,1.5,,,2.3,1.3,0,96,,,0.04,0.26,0.11,0.44,0.06,,26.5,0.6,0,0,0.7,,,8,100,110,,0.4,500.0,0.2,130,nd,8,,
"Formaggio fresco di capra, spalmabile",,,10.6,2.4,12.2,162,8.1,2.8,0.5,,,2.4,0.9,0,45,,,0.04,0.2,0.34,0.13,0.03,,26.5,0.08,0.5,0.5,0.21,,,9.7,93,78,,0.4,370.0,0.1,100,5.2,33,,
"Formaggio fresco granulato, al naturale",,,12.4,2.4,4.5,100,2.7,1,0.2,,,2.2,0.8,0,14,,,0.01,0.23,0.1,0.36,0.02,,15,0.52,0,0.1,0.11,,,6.2,72,69,,0.4,320.0,0,150,nd,20,,
"Formaggio fuso a fette, alla panna",,,14.3,0.0,30.0,327,18,7,1.4,,,0,3.0,0,90,,,0.04,0.37,0.2,1,0.07,,3,2,0,0.9,0.65,,,45,100,550,,4,1200.0,0.9,750,nd,35,,
"Formaggio fuso a fette, di latte intero",,,22.8,0.0,25.0,316,15,5.9,1.2,,,0,3.0,0,75,,,0.03,0.23,0.2,0.42,0.07,,3,1.17,0,0.7,0.54,,,45,150,600,,4,1200.0,0.9,800,nd,35,,
"Formaggio fuso a fette, un quarto grasso",,,19.4,0.0,8.6,155,5.2,2,0.4,,,0,3.0,0,26,,,0.03,0.32,0.2,0.74,0.07,,3,1.62,0,0.2,0.2,,,45,150,600,,4,1200.0,0.9,1200,nd,35,,
"Formaggio fuso da spalmare, alla panna",,,12.9,0.0,29.4,316,17.6,6.9,1.3,,,0,2.8,0,88,,,0.04,0.37,0.15,1,0.07,,3,2,0,0.6,0.89,,,30,150,400,,4,1100.0,0.9,600,nd,35,,
"Formaggio fuso da spalmare, di latte intero",,,14.1,0.0,21.2,247,12.7,5,1,,,0,3.0,0,64,,,0.03,0.38,0.2,1,0.07,,3,2,0,0.5,0.67,,,30,150,500,,4,1200.0,0.9,700,nd,35,,
"Formaggio fuso da spalmare, un quarto grasso",,,16.4,0.0,9.3,150,5.6,2.2,0.4,,,0,3.0,0,28,,,0.03,0.38,0.2,1,0.07,,3,2,0,0.2,0.27,,,30,200,600,,4,1200.0,0.9,1100,nd,35,,
Formaggio grattugiato,,,29.3,0.0,32.1,406,20.3,7.5,1.2,,,0,1.7,0,89,,,0.01,0.34,0.2,0.62,0.1,,14,1.91,0,0.7,0.57,,,41,98,1190,,4.2,680.0,0.5,730,nd,40,,
"Formaggio Gruyère, grasso",,,26.4,0.0,32.0,396,19.2,7.5,1.5,,,0,1.5,0,96,,,0.02,0.37,0.2,0.47,0.13,,10,1.45,0,0.7,0.35,,,35,90,900,,4.2,590.0,0.4,600,nd,11,,
Formaggio in salamoia (di latte di mucca),,,16.0,1.4,20.7,256,12.4,4.9,0.9,,,1.4,3.7,0,62,,,0.04,0.33,0.2,0.46,0.19,,49,0.88,0,0.3,0.5,,,20,150,480,,0,1500.0,0.2,340,nd,0,,
Formaggio in salamoia (di latte di pecora e capra),,,14.8,0.7,24.3,281,16.8,4.9,0.8,,,0,2.3,0,65,,,0.02,0.54,0.18,0.14,0.01,,18.9,0.41,0,0.1,0.4,,,12,66,220,,1.2,910.0,0.1,190,nd,80,,
Formaggio Limburger/Münster,,,20.0,0.0,21.4,273,12.8,5,0.9,,,0,1.9,0,64,,,0.01,0.46,0.21,0.42,0.25,,53.4,2.18,0,0.4,0.38,,,15,90,230,,1.9,760.0,0.1,220,nd,20,,
"Formaggio maturato a pasta molle, alla panna",,,17.4,0.0,30.9,347,18.5,7.3,1.5,,,0,1.3,0,93,,,0.02,0.64,1.1,0.51,0.14,,68.2,1.47,0,0.6,0.69,,,18,110,420,,2,520.0,0.2,300,nd,11,,
"Formaggio maturato a pasta molle, grasso",,,20.6,0.0,23.7,296,14.2,5.6,1.1,,,0,1.8,0,72,,,0.02,0.36,0.63,0.78,0.17,,48.5,1.4,0,0.5,0.6,,,19,81,360,,2.2,730.0,0.1,280,nd,7.1,,
"Formaggio morbido, alla doppia panna",,,9.7,0.0,37.5,376,25.1,10.6,0.9,,,0,1.8,0,105,,,0.04,0.38,1.2,0.29,0.11,,55,1.5,0,0.7,1.05,,,15,110,270,,2.3,700.0,0.3,230,nd,20,,
Formaggio Raclette,,,25.9,0.0,27.9,357,16.7,6.5,1.3,,,0,1.8,0,84,,,0.01,0.29,0.2,0.25,0.06,,49,1.55,0,0.3,0.68,,,27,70,670,,3.9,730.0,0.1,490,nd,11,,
Formaggio Reblochon,,,19.9,0.0,25.2,307,15.1,5.9,1.2,,,0,2.0,0,76,,,0.01,0.36,0.1,0.3,0.19,,25,1.5,0,0.2,0.75,,,20,84,390,,2.2,800.0,0.1,320,nd,0,,
Formaggio Roquefort,,,19.2,0.0,33.9,382,24.9,5.9,0.8,,,0,3.2,0,75,,,0.04,0.85,0.73,0.68,0.08,,29.1,0.58,0,0.6,0.12,,,32,120,660,,1.8,1290.0,0.1,390,7,51,,
Formaggio Sbrinz,,,28.0,0.0,33.2,415,19.9,7.8,1.5,,,0,1.8,0,100,,,0.01,0.39,0.2,0.44,0.1,,8,2.07,0,0.6,0.35,,,38,96,1030,,4.3,710.0,0.3,660,nd,40,,
Formaggio St. Paulin,,,21.8,0.0,26.4,325,17.9,5.9,0.6,,,0,1.6,0,90,,,0.02,0.17,0.1,0.4,0.02,,52.5,0.46,0,0.3,0.67,,,25,71,600,,2.7,640.0,0.1,400,nd,20,,
Formaggio Tête de Moine,,,24.2,0.0,35.5,417,21.3,8.3,1.6,,,0,2.3,0,107,,,0.01,0.27,0.08,0.32,0.27,,24,1.6,0,0.7,0.59,,,27,84,700,,3.9,930.0,0.1,510,nd,28,,
"Formaggio Tilsiter di latte crudo, grasso",,,25.6,0.0,30.2,376,18.1,7.1,1.4,,,0,1.7,0,91,,,0.05,0.38,0.23,0.44,0.06,,33,1.33,0,0.6,0.84,,,24,98,900,,4.2,690.0,0.3,540,nd,7.9,,
"Formaggio Tilsiter di latte pastorizzato, grasso",,,24.1,0.0,28.0,351,16.8,6.6,1.3,,,0,1.4,0,84,,,0.05,0.27,0.21,0.41,0.06,,30,1.64,0,0.5,0.76,,,29,60,840,,3.7,550.0,0.1,510,nd,7.3,,
Formaggio Vacherin Mont d'Or,,,17.2,0.0,23.2,279,13.9,5.4,1.1,,,0,1.7,0,70,,,0.01,0.26,0.2,0.4,0.26,,51.5,2.06,0,0.5,0.64,,,20,78,430,,1.9,690.0,0.1,300,nd,20,,
"Formentino, crudo",,,2.0,0.8,0.2,18,0.1,0,0.1,,,0.8,0.0,2.3,0,,,0.08,0.07,0.37,0.25,0.09,,48.2,0,24.5,0,nd,,,19,330,41,,0.1,4.0,0.4,30,0,35,,
Fotzelschnitte non zuccherato,,,8.0,24.5,9.9,222,5.1,2.6,0.9,,,1.7,0.9,1.2,104,,,0.06,0.14,0.24,0.66,0.05,,19.5,0.3,0.2,0.7,0.59,,,13,140,56,,0.6,370.0,0.7,100,6.4,12,,
"Fragola, cruda",,,0.6,6.0,0.4,38,0,0.1,0.2,,,5.6,0.0,3.8,0,,,0.02,0.02,0.37,0.12,0.04,,40.7,0,55.8,0,0.3,,,12,140,18,,0.1,1.0,0.2,23,0.2,1,,
Frollini,,,5.9,53.1,26.2,474,15.5,6.1,1.5,,,17.8,0.1,1.6,69,,,0.06,0.01,0.15,0.12,0.02,,2.5,0,0,0.4,0.68,,,7.5,90,7.9,,0.3,44.0,0.3,37,1.3,0.4,,
"Frumento (grano tenero), chicco intero ",,,11.4,59.6,1.8,327,0.3,0.2,0.8,,,0.7,0.0,13.3,0,,,0.46,0.09,5.1,1.2,0.27,,87,0,0,0,1,,,97,380,33,,2.6,7.7,3.2,340,nd,6.7,,
"Frumento soffiato, con miele o altri zuccheri",,,8.4,78.2,2.2,377,0.4,0.8,0.9,,,30.5,0.0,5.5,0,,,0.02,0.02,2.8,0.19,0.06,,20.9,0,0,0,0.75,,,72,290,23,,2.1,19.0,2.4,230,3.9,0,,
"Frutta (media), cotta (senza aggiunta di zucchero)",,,0.6,10.1,0.3,50,0.1,0,0.2,,,9.4,0.0,2.2,0,,,0.01,0.02,0.24,0.13,0.03,,6.7,0,7.1,0,0.45,,,8.6,120,14,,0.1,1.1,0.2,18,0.8,1.4,,
"Frutta (media), cruda",,,0.7,11.5,0.3,56,0.1,0,0.1,,,10.2,0.0,2.1,0,,,0.04,0.02,0.33,0.15,0.07,,17.1,0,22.4,0,0.3,,,12,190,14,,0.1,2.2,0.2,21,0.8,1.6,,
"Frutta (media), secca",,,2.5,60.5,1.1,278,0.3,0.2,0.3,,,51.8,0.1,8.2,0,,,0.06,0.07,1.2,0.4,0.22,,30.4,0,5.1,0,1.43,,,53,810,70,,0.4,23.0,1.4,75,nd,3.9,,
"Frutto della passione, crudo",,,2.1,10.9,3.0,102,0.5,0.5,1.8,,,8.5,0.0,6.8,0,,,0,0.07,1.47,0.27,0.23,,102.6,0,25.6,0,0.4,,,26,240,8.1,,0.8,5.0,0.6,46,0.6,1.3,,
"Funghi (media), cotti  (senza aggiunta di grasso e sale)",,,4.1,1.2,0.3,30,0.1,0,0.2,,,0.3,0.0,2.8,0,,,0.1,0.31,3.91,2,0.09,,15.7,0,2,2.4,0.02,,,11,360,8.4,,0.6,5.8,1.3,120,nd,19,,
"Funghi (media), crudi",,,3.6,1.0,0.3,26,0.1,0,0.2,,,0.3,0.0,2.3,0,,,0.1,0.31,4.01,2,0.09,,21.4,0,2.3,2,0.01,,,11,380,7.1,,0.5,5.5,1.3,100,nd,17,,
"Funghi prataioli, conserva",,,2.2,0.5,0.3,19,0,0,0.1,,,0,0.9,2.5,0,,,0.02,0.19,2,2,0.06,,10,0,2,0,0,,,12,120,23,,0.5,340.0,0.8,69,nd,18,,
"Fungo porcino, crudo",,,5.4,0.5,0.4,39,0.1,0,0.2,,,0.1,0.0,6,0,,,0.32,1.02,14.64,2.7,0.03,,25,0,1.9,3.1,0.16,,,12,340,4.2,,1.5,6.0,1,85,nd,3.6,,
"Fungo porcino, stufato (senza aggiunta di grasso e sale)",,,6.1,0.6,0.5,46,0.1,0,0.2,,,0.1,0.0,7.3,0,,,0.3,1.03,14.28,2.7,0.03,,18.3,0,1.7,3.8,0.19,,,12,320,5,,1.6,6.4,1,98,nd,4.2,,
Galletta di riso integrale,,,7.7,81.5,2.8,390,0.6,1,1,,,1.5,0.8,4.2,0,,,0.06,0.17,7.81,1,0.15,,21,0,0,0,0.72,,,130,290,11,,3,330.0,1.5,360,nd,0,,
"Galletta di riso integrale, con copertura dolce",,,6.1,63.6,23.9,500,14.1,8,1.2,,,30.5,0.4,3.4,4,,,0.06,0.21,3.34,0.54,0.08,,12.2,0.04,0.8,0,0.4,,,90,440,90,,2,180.0,2.4,240,nd,4.5,,
"Galletta di riso integrale, con miele o frutta",,,6.6,81.0,2.4,379,0.5,0.9,0.9,,,15.3,0.7,3.4,0,,,0.07,0.16,6.53,0.86,0.16,,23.4,0,2,0,0.87,,,110,310,16,,2.6,270.0,1.4,300,nd,0.5,,
"Gallinaccio, crudo",,,2.3,0.2,0.5,24,0.1,0,0.3,,,0.2,0.0,4.7,0,,,0.02,0.15,5.2,1.57,0.04,,12.9,0,5.7,2.1,0.1,,,14,510,8,,0.6,3.0,6.5,44,nd,3,,
"Gallinaccio, stufato (senza aggiunta di grasso e sale)",,,2.6,0.2,0.6,28,0.1,0,0.3,,,0.2,0.0,5.7,0,,,0.02,0.15,5.07,1.57,0.04,,9.4,0,5,2.6,0.12,,,14,480,9.5,,0.6,3.2,6.7,51,nd,3.5,,
"Gambero, cotto",,,9.0,1.3,1.0,50,0.3,0.1,0.3,,,0,0.4,0,158,,,0.11,0.07,1.47,0,0.06,,10.3,0,0.8,0,1.42,,,0,170,32,,0.8,170.0,0.3,180,31,86,,
"Gambero, crudo",,,11.4,1.2,1.1,60,0.3,0.1,0.3,,,0,0.5,0,150,,,0.14,0.09,2,0,0.08,,14,0,1,0,1.5,,,0,210,30,,0.8,190.0,0.3,210,33,91,,
Gazpacho,,,0.7,3.4,1.6,33,0.3,0.7,0.2,,,2.3,0.7,1,nd,,,0.01,0.02,0.56,0.09,0.04,,5,0,2,0.3,1.31,,,8.9,210,11,,0.1,290.0,0.1,25,nd,1.3,,
"Gelato alla panna, con aromi",,,4.1,24.2,17.9,278,10.8,3.7,0.8,,,21.9,0.2,2,73,,,0.05,0.18,0.1,0.57,0.04,,15.6,0.47,1,0,0.3,,,21,210,110,,0.6,62.0,1.3,110,3,17,,
"Gelato alla panna, gusto frutta",,,3.5,24.7,8.0,185,5,2.6,0.3,,,23.7,0.2,0,26,,,0.04,0.26,0,0,0.07,,9,0,1,0.1,0.17,,,0,180,110,,0.4,61.0,0.5,99,nd,0,,
"Gelato, barretta o bastoncino, ricoperto di cioccolato",,,5.1,35.8,21.4,359,15.2,4.4,1.4,,,27.7,0.3,1.3,9,,,0.07,0.32,0.82,0.56,0.13,,0.9,0.26,1,0.5,1.5,,,40,250,150,,1.1,120.0,1.1,48,5,16,,
Germe di frumento,,,29.2,35.1,9.5,375,1.8,1.5,5.7,,,10,0.0,16.3,0,,,1.99,0.14,1.68,1.23,0.9,,143,0,0,0,13.4,,,250,990,54,,18,7.2,6.9,1000,nd,0.3,,
