name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
Sandwich (brown bread) with raw ham,,,9.0,16.4,5.5,155,1.1,2.3,1.6,,,1.3,1.4,1.9,16,,,0.26,0.08,2.41,,0.14,,16.9,0.08,8.3,0.1,2.01,,,23,240,16,,1,540.0,1.1,110,3.7,2.3,,
Sandwich (brown bread) with salami,,,5.9,16.2,6.3,149,1.5,2.6,1.7,,,1.8,1.2,2,11,,,0.17,0.06,1.3,,0.09,,19.1,0.11,8.8,0.2,1.87,,,19,180,16,,0.8,490.0,0.9,82,n.d.,2.2,,
Sandwich (brown bread) with semi hard cheese,,,6.9,17.6,7.4,169,2.6,2.4,1.8,,,1.4,1.1,2.1,13,,,0.11,0.08,0.64,,0.07,,18.6,0.18,7.3,0.1,2.19,,,23,150,120,,1.1,440.0,0.9,130,n.d.,3.9,,
Sandwich (brown bread) with soft cheese,,,6.5,18.8,7.4,172,2.5,2.4,1.9,,,1.2,1.3,2.1,13,,,0.11,0.1,0.7,,0.07,,23.2,0.19,5.9,0.1,2.34,,,22,150,69,,0.9,520.0,0.9,110,n.d.,5.2,,
"Sardine, in tomatosauce, canned",,,18.5,0.9,10.8,177,2.9,2.7,3.5,,,0.9,0.8,1.1,71,,,0.03,0.22,5.5,,0.25,,4,8.9,0,3.3,2.3,,,38,370,460,,2,320.0,2.7,420,39,26,,
Saucisson sausage,,,18.2,0.5,36.4,403,13.2,17.2,4.1,,,0.5,2.5,0,73,,,0.72,0.2,4.36,,0.42,,2.5,1.61,59.2,0,0.64,,,21,330,3.8,,1.7,1000.0,0.9,160,n.d.,1.2,,
"Saucisson sausage, cooked (without addition of fat and salt)",,,21.1,0.6,39.4,442,14.3,18.6,4.5,,,0.6,2.6,0,88,,,0.65,0.23,3.94,,0.38,,2,1.36,50,0,0.7,,,26,330,3.9,,2,1020.0,1.1,190,n.d.,1.4,,
"Sauerkraut, pickled",,,1.3,1.7,0.3,19,0.1,0,0.2,,,0,1.4,2.2,0,,,0.03,0.05,0.2,,0.17,,12,0,17,0,0.1,,,11,220,36,,0.3,550.0,0.5,30,n.d.,3.1,,
"Sausage salad, prepared",,,7.1,1.3,21.1,224,5.4,12.5,1.6,,,1.1,1.6,0.4,26,,,0.17,0.07,1.63,,0.06,,5,0.29,21.6,0.4,2.97,,,11,140,13,,0.9,650.0,0.8,110,n.d.,0.9,,
Sausage Vaudois,,,16.5,0.2,32.3,358,12,14.8,2.9,,,0.2,2.1,0,71,,,0.45,0.12,4.7,,0.21,,n.d.,0.7,19.5,0,0,,,17,260,14,,1.8,830.0,0.7,170,9.4,n.d.,,
"Sausage, veal",,,12.5,1.2,19.2,228,7.9,8.7,1.9,,,1.2,1.9,0,53,,,0.16,0.11,2.54,,0.13,,n.d.,0.65,5.7,0.8,0,,,12,150,20,,1.5,760.0,0.5,180,5.1,n.d.,,
"Sausage, veal, grilled (without addition of fat and salt)",,,13.0,1.3,19.4,232,8,8.7,2,,,1.3,1.8,0,56,,,0.12,0.11,2.3,,0.1,,n.d.,0.62,4.9,0.8,0,,,12,140,21,,1.6,730.0,0.5,180,5.4,n.d.,,
"Sausage,vegan, made from seitan or wheat protein",,,29.1,7.5,10.5,250,2.8,6.5,0.8,,,1.7,1.8,4.6,0,,,0.11,0.16,0.49,,0.08,,40.6,0,0.5,0.3,n.d.,,,32,200,37,,1.8,730.0,1.7,110,20,n.d.,,
"Sausage, vegan, made from tofu or soy protein",,,13.4,5.7,16.3,229,2,5,8.6,,,0.5,1.7,3,0,,,0.04,0.03,0.18,,0.03,,17.3,0,0.5,0.3,2.3,,,58,120,140,,1.4,670.0,2,210,9.8,n.d.,,
"Savoury cheese quiche, baked (with cake dough)",,,14.3,14.5,20.8,303,11.8,5.1,1.3,,,1.2,0.9,0.6,122,,,0.05,0.23,0.16,,0.08,,10.2,0.74,0.2,0.9,0.63,,,23,130,360,,2,370.0,0.7,290,n.d.,14,,
"Savoury cheese quiche, baked (with puff pastry)",,,13.8,11.7,21.9,300,12.4,5.4,1.3,,,1.2,0.9,0.5,125,,,0.05,0.23,0.15,,0.07,,9.9,0.74,0.2,0.9,0.63,,,22,130,360,,2,380.0,0.7,290,n.d.,14,,
"Savoy cabbage, raw",,,2.0,3.0,0.1,27,0,0,0,,,2.8,0.0,3.1,0,,,0.1,0.03,0.19,,0.19,,50.9,0,66.3,0,0.08,,,18,290,44,,0.3,11.0,0.4,45,0.9,2.6,,
"Savoy cabbage, steamed (without addition of salt)",,,1.9,2.9,0.1,26,0,0,0,,,2.7,0.0,2.9,0,,,0.08,0.03,0.15,,0.17,,30.8,0,36.9,0,0.08,,,17,250,43,,0.3,9.5,0.4,44,0.9,2.5,,
Sbrinz,,,28.0,0.0,33.2,415,19.9,7.8,1.5,,,0,1.8,0,100,,,0.01,0.39,0.2,,0.1,,8,2.07,0,0.6,0.35,,,38,96,1030,,4.3,710.0,0.3,660,n.d.,40,,
Schabziger (Swiss green cheese),,,31.6,0.0,0.5,132,0.3,0.1,0,,,0,4.3,0,2,,,0.01,0.28,0,,0.05,,0,0,0,0,0,,,34,140,860,,3.9,1740.0,0.2,560,n.d.,0,,
Schnitzel bread with cocktail sauce,,,14.5,25.1,11.2,262,1.1,6.7,2.7,,,0.5,1.3,1.3,47,,,0.08,0.14,3.07,,0.14,,16.8,0.41,0.5,0.1,2.63,,,19,190,9.2,,1.4,520.0,1.5,130,n.d.,2.1,,
Schnitzel bread with tartare sauce,,,13.9,23.2,10.1,242,1,6,2.4,,,0.4,1.2,1.3,53,,,0.07,0.14,2.86,,0.13,,18.6,0.41,1.8,0.1,2.33,,,18,180,11,,1.4,480.0,1.4,130,n.d.,2.6,,
Schützenwurst sausage,,,9.2,0.2,23.0,244,8.5,10.8,2.3,,,0.2,2.1,0,46,,,0.1,0.1,1.78,,0.06,,1.4,0.8,52.2,0,0.31,,,7.3,82,5.5,,1.4,850.0,0.9,140,n.d.,0.6,,
"Scrambled eggs, prepared",,,11.2,1.3,10.8,147,3.8,3.7,1.5,,,1.3,0.8,0,303,,,0.08,0.26,0.07,,0.07,,40.6,1.09,0.2,2.3,1.02,,,13,160,69,,1.1,330.0,1.5,190,20,35,,
"Scrambled eggs with cheese, prepared",,,11.8,1.3,11.6,157,4.3,3.8,1.5,,,1.3,0.9,0,297,,,0.07,0.26,0.07,,0.07,,39.8,1.12,0.2,2.2,1.01,,,14,160,110,,1.2,340.0,1.5,210,n.d.,36,,
"Scrambled eggs with ham, prepared",,,12.8,1.3,9.7,143,3.4,3.3,1.3,,,1.3,1.0,0,268,,,0.16,0.25,0.91,,0.11,,35.2,0.95,9.1,1.9,0.91,,,14,200,62,,1.3,420.0,1.4,210,18,31,,
"Scrambled eggs with mushrooms, prepared",,,9.8,1.5,9.0,127,3.1,3,1.3,,,1.3,0.7,0.4,251,,,0.08,0.26,0.61,,0.08,,36.6,0.9,0.6,2.2,0.85,,,12,200,59,,1,270.0,1.4,170,n.d.,32,,
"Scrambled egg with herbs, prepared",,,10.6,1.9,10.0,141,3.5,3.4,1.4,,,1.6,0.8,0.4,279,,,0.08,0.26,0.18,,0.08,,49,1,16.3,2.1,1.25,,,15,230,82,,1.1,310.0,1.9,180,18,33,,
"Seaweed, Nori, dried",,,31.5,10.5,1.6,255,0.4,0.2,0.7,,,0.5,5.0,36.3,0,,,0.58,1.91,5.82,,0.53,,21.7,n.d.,57.3,0.6,2.87,,,490,1730,320,,4.5,1980.0,37,520,51,5100,,
"Seeds, kernels, nuts (average), unsalted",,,20.8,9.4,52.9,618,7.6,27.4,15,,,4.3,0.0,10.1,0,,,0.44,0.34,3.37,,0.25,,82.4,0,1,0,12.04,,,210,670,160,,3.5,8.7,3.6,440,11,5,,
Seitan,,,28.0,3.0,7.2,193,0.6,3.4,1.8,,,0.7,1.3,2.3,0,,,0.05,0.05,0.21,,0.03,,16.6,0,0.5,0.3,1.48,,,21,94,32,,1.6,540.0,1.6,87,21,17,,
Semi-white bread,,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,680.0,1.8,130,2.7,1.1,,
Semi-white bread (with iodized salt),,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,670.0,1.8,130,2.7,44,,
"Semmeli (bread roll, white)",,,9.2,48.5,0.9,245,0.2,0.1,0.5,,,0.4,1.6,3,0,,,0.14,0.09,0.83,,0.11,,37,0,0,0,0.35,,,22,150,10,,0.8,650.0,1,91,2.5,0.9,,
"Semolina pudding, prepared (with full fat milk, without addition of sugar)",,,4.7,11.3,3.0,93,1.8,0.7,0.2,,,4.9,0.2,0.6,12,,,0.03,0.19,0.16,,0.03,,6.5,0.15,0.4,0.1,0.12,,,16,180,130,,0.6,73.0,0.3,110,1.9,11,,
"Semolina pudding, prepared (with partially skimmed milk, without addition of sugar)",,,4.7,11.3,3.0,93,1.8,0.7,0.2,,,4.9,0.2,0.6,12,,,0.03,0.19,0.16,,0.03,,6.5,0.15,0.4,0.1,0.12,,,16,180,130,,0.6,73.0,0.3,110,1.9,11,,
Semolina pudding with sugar,,,4.4,18.2,2.8,117,1.6,0.6,0.2,,,12.3,0.2,0.6,11,,,0.02,0.17,0.15,,0.03,,6.1,0.14,0.3,0.1,0.11,,,15,170,120,,0.5,68.0,0.3,110,1.8,10,,
"Semolina slice, prepared (with full fat milk)",,,6.2,14.3,7.5,151,4,1.9,0.6,,,4.1,0.3,1,63,,,0.04,0.21,0.17,,0.04,,14.5,0.25,0.6,0.4,0.34,,,19,170,110,,0.7,100.0,0.6,120,4.7,13,,
"Semolina slice, prepared (with partially skimmed milk)",,,6.3,14.3,6.4,142,3.3,1.6,0.5,,,4.1,0.3,1,59,,,0.04,0.18,0.17,,0.04,,14.5,0.24,0.3,0.4,0.31,,,19,170,110,,0.7,100.0,0.6,130,4.8,14,,
Sesame oil,,,0.0,0.0,100.0,900,14.9,40.2,40,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,1.4,,,0,0,0,,0,0.0,0,0,0,0,,
"Sesame seeds, peeled",,,26.8,4.6,57.4,660,8.6,21.4,21.7,,,1.6,0.1,8.8,0,,,0.83,0.12,4.6,,0.35,,115,0,0,0,0.08,,,350,470,37,,5.8,26.0,5.8,640,56,5,,
Sesame seeds whole,,,23.1,4.0,53.8,619,7.4,19.4,21.1,,,1.2,0.0,13.3,0,,,0.75,0.22,4.61,,0.34,,171,0,0,0,0.08,,,330,500,930,,5.5,1.0,7.7,620,20,5,,
"Shallot, raw",,,1.8,12.2,0.5,66,0,0,0,,,3.3,0.0,2.6,0,,,0.04,0.01,0.2,,0.1,,10.2,0,8,0,0.08,,,7.5,220,9.5,,0.2,5.0,0.1,46,n.d.,n.d.,,
"Shellfish (average), raw",,,15.5,1.0,1.2,77,0.2,0.2,0.4,,,0,0.7,0,123,,,0.14,0.05,3.84,,0.15,,15.5,0.45,2,0,1.5,,,34,210,30,,2.7,270.0,1.2,190,44,170,,
"Sherry, 18.5 vol%",,,0.1,3.6,0.0,118,0,0,0,,,3.6,0.0,0,0,,,0,0.01,0.08,,0.02,,1,0.1,0,0,0,,,8,89,9,,0.3,6.0,0.5,7,n.d.,10,,
Short bread cookie (Sablé),,,5.9,53.1,26.2,474,15.5,6.1,1.5,,,17.8,0.1,1.6,69,,,0.06,0.01,0.15,,0.02,,2.5,0,0,0.4,0.68,,,7.5,90,7.9,,0.3,44.0,0.3,37,1.3,0.4,,
"Short pastry base (with butter), sweet, baked",,,9.8,57.3,28.6,530,16.3,6.9,1.9,,,13.2,0.9,2,126,,,0.11,0.07,0.2,,0.11,,10.4,0.21,0,0.9,1.1,,,24,140,20,,1,350.0,1.3,120,5.3,7,,
"Short pastry base (with butter), sweet, raw",,,7.8,45.8,22.9,424,13.1,5.5,1.5,,,10.5,0.7,1.6,101,,,0.12,0.06,0.17,,0.1,,16.7,0.17,0,0.7,0.88,,,19,120,16,,0.8,280.0,1,92,4.2,5.6,,
"Short pastry base (with vegetable fat), sweet, baked",,,8.0,58.4,24.9,494,11.2,9.8,2.8,,,17.8,0.3,1.9,26,,,0.1,0.04,0.18,,0.09,,7.2,0.1,0,0.2,2.44,,,21,120,12,,0.7,130.0,1,86,3,3.5,,
"Short pastry base (with vegetable fat), sweet, raw",,,6.4,46.7,19.9,395,9,7.9,2.2,,,14.2,0.3,1.5,21,,,0.1,0.03,0.15,,0.08,,11.4,0.08,0,0.2,1.95,,,17,93,9.3,,0.6,100.0,0.8,69,2.4,2.8,,
"Shrimp, boiled",,,9.0,1.3,1.0,50,0.3,0.1,0.3,,,0,0.4,0,158,,,0.11,0.07,1.47,,0.06,,10.3,0,0.8,0,1.42,,,0,170,32,,0.8,170.0,0.3,180,31,86,,
"Shrimp cocktail, prepared",,,4.4,4.0,13.4,168,7.9,3.1,0.7,,,3.3,0.4,0.3,97,,,0.06,0.08,0.73,,0.06,,10,0.06,5.4,0.2,1.04,,,5.6,180,44,,0.4,180.0,0.3,100,n.d.,35,,
"Shrimp, raw",,,11.4,1.2,1.1,60,0.3,0.1,0.3,,,0,0.5,0,150,,,0.14,0.09,2,,0.08,,14,0,1,0,1.5,,,0,210,30,,0.8,190.0,0.3,210,33,91,,
Skimmed milk powder,,,34.3,50.5,1.0,348,0.6,0.2,0,,,50.5,1.4,0,3,,,0.34,2.2,1.1,,0.28,,21,2.2,2,0,0.01,,,110,1580,1290,,4.1,560.0,0.8,1020,12,36,,
Soft caramel candies,,,2.1,71.1,17.2,448,10.1,5.8,0.5,,,71.1,0.8,0,0,,,0,0,0,,0,,0,0,0,0,0,,,25,210,95,,0,320.0,1.5,64,n.d.,0,,
"Soft cheese, 45 to 54.9% fidm",,,20.6,0.0,23.7,296,14.2,5.6,1.1,,,0,1.8,0,72,,,0.02,0.36,0.63,,0.17,,48.5,1.4,0,0.5,0.6,,,19,81,360,,2.2,730.0,0.1,280,n.d.,7.1,,
"Soft cheese, 60% fidm",,,9.7,0.0,37.5,376,25.1,10.6,0.9,,,0,1.8,0,105,,,0.04,0.38,1.2,,0.11,,55,1.5,0,0.7,1.05,,,15,110,270,,2.3,700.0,0.3,230,n.d.,20,,
"Soft cheese, at least 55% fidm",,,17.4,0.0,30.9,347,18.5,7.3,1.5,,,0,1.3,0,93,,,0.02,0.64,1.1,,0.14,,68.2,1.47,0,0.6,0.69,,,18,110,420,,2,520.0,0.2,300,n.d.,11,,
Soft cheese (average without fat reduced products),,,19.4,0.0,27.7,327,17.2,6.3,1.2,,,0,2.1,0,80,,,0.02,0.44,0.72,,0.14,,51.4,1.45,0,0.5,0.55,,,21,99,450,,2.1,840.0,0.1,310,n.d.,24,,
"Soft cheese, Mascarpone",,,4.5,4.1,44.5,435,29.5,11.7,1.9,,,4.1,0.2,0,123,,,0.01,0.26,0.1,,0.04,,11,0.33,0,0.5,1,,,0,53,68,,0.4,86.0,0.2,97,n.d.,29,,
"Soft drink, with flavor, sweetened",,,0.0,9.5,0.0,38,0,0,0,,,9.5,0.0,0,0,,,0,0.02,0.02,,0,,0,0,0,0,0,,,11,8,5,,0,3.0,0.1,1,n.d.,1.8,,
Soft goat's cheese,,,18.4,0.0,23.3,283,16.2,4.9,0.6,,,0,1.6,0,96,,,0.02,0.47,1.05,,0.16,,76.4,2,0,0.5,0.29,,,13,170,110,,0.6,630.0,0.2,180,10,30,,
"Somosa, baked",,,6.8,32.5,21.0,353,8,9.3,2.8,,,1.4,0.9,3.3,0,,,0.14,0.06,0.93,,0.12,,21.4,0,12.7,0,2.11,,,26,210,21,,0.7,350.0,0.9,76,1.4,2.2,,
"Sorbet, fruit",,,0.2,32.1,0.0,137,0,0,0,,,32.1,0.0,0.4,0,,,0.02,0.01,0.07,,0.01,,5,0,10,0,0.05,,,4,41,12,,0.1,1.0,0.2,6,n.d.,2.6,,
Sour cream 15% fat,,,2.7,3.2,16.6,173,10.8,4.3,0.8,,,3.2,0.1,0,50,,,0.04,0.2,0.1,,0.04,,11,0.23,0,0.3,0.45,,,11,130,100,,0.4,40.0,0.1,80,n.d.,11,,
Sour cream (crème fraîche) 35% fat,,,2.4,2.8,35.0,336,21,8.2,1.6,,,2.8,0.1,0,105,,,0.02,0.17,0.2,,0.03,,23,0.19,0,0.4,0.7,,,7,100,73,,0.3,30.0,0.1,64,n.d.,9,,
"Soya drink, plain",,,3.6,1.5,2.1,40,0.3,0.4,1.1,,,1.4,0.1,0.6,0,,,0.04,0.01,0.17,,0.04,,17.7,0,0,0,0.21,,,20,160,12,,0.3,23.0,0.5,50,1,1.3,,
"Soya drink, plain, with calcium and vitamin fortified",,,3.6,1.5,2.1,40,0.3,0.4,1.1,,,1.4,0.1,0.6,0,,,0.04,0.16,0.17,,0.04,,17.7,0.29,0,0.6,0.21,,,20,160,120,,0.3,23.0,0.5,81,1,1.3,,
"Soya flour, defatted",,,51.5,7.5,1.2,296,0.2,0.2,0.7,,,7.4,0.1,24.5,0,,,0.69,0.25,2.6,,0.57,,303,0,0,0,0.04,,,300,2400,240,,2.5,20.0,9.2,670,1.7,0.8,,
"Soya flour, full fat",,,40.8,17.3,22.4,470,2.7,3.8,12.4,,,6.1,0.0,18,0,,,0.38,0.26,1.9,,0.4,,245,0,0,0,2.39,,,250,1870,180,,4.1,1.0,8.4,670,7,0.5,,
"Soybean, cooked (without addition of fat and salt)",,,15.0,3.3,7.3,157,1,1.5,4.3,,,2.6,0.0,8.8,0,,,0.27,0.14,0.7,,0.28,,50,0,8.2,0,0.23,,,75,540,72,,1.5,2.0,2.2,200,n.d.,2.5,,
"Soybean, dried",,,38.2,8.7,18.3,396,2.4,3.7,10.7,,,6.8,0.0,22,0,,,1.03,0.46,2.7,,1,,250,0,34,0,0.64,,,220,1800,200,,4.2,4.7,6.6,550,n.d.,6.3,,
Soybean oil,,,0.0,0.0,100.0,900,14.7,22.1,60.3,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,6.1,,,0,1,0,,0,0.0,0,0,0,0,,
Soybean sprouts,,,5.5,4.7,1.0,55,0.1,0.1,0.7,,,4.6,0.1,2.4,0,,,0.08,0.16,1.5,,0.09,,160,0,9.6,0,0.1,,,19,240,32,,1,30.0,0.9,75,n.d.,2,,
Soy sauce,,,8.1,4.1,0.6,56,0.1,0.1,0.3,,,0.4,14.0,0.8,0,,,0.03,0.17,2.2,,0.15,,14,0,0,0,0,,,74,440,33,,0.9,5490.0,1.5,170,0.5,1,,
"Sparkling wine, champagne",,,0.2,1.5,0.0,71,0,0,0,,,1.5,0.0,0,0,,,0,0,0.1,,0.02,,0,0,0,0,0,,,6,48,10,,0,4.0,0.8,7,n.d.,10,,
Spätzle flour,,,12.9,67.6,1.5,347,0.2,0.1,0.5,,,1.4,0.0,5.7,0,,,0.12,0.04,0.51,,0.08,,39.4,0,0,0,0.36,,,46,200,19,,1.5,1.6,2.2,140,n.d.,4.2,,
"Spätzli, cooked, drained, homemade",,,6.7,24.2,2.3,146,0.6,0.7,0.6,,,0.2,1.0,1.2,64,,,0.08,0.06,0.11,,0.07,,13.9,0.19,0,0.5,0.42,,,15,92,14,,0.6,390.0,0.9,78,4.8,7.3,,
"Spätzli, fried with butter",,,7.3,26.2,6.9,199,3.3,1.8,0.8,,,0.2,1.1,1.3,82,,,0.07,0.06,0.11,,0.07,,10.5,0.21,0,0.6,0.48,,,16,100,16,,0.7,430.0,0.9,86,5.2,8.3,,
"Spelt, fine flour (type 550)",,,13.3,68.2,1.6,348,0.3,0.2,0.6,,,0.9,0.0,4,0,,,0.24,0.03,0.53,,0.08,,43.4,0,0,0,0.47,,,34,150,21,,1.2,3.6,1.3,150,9.3,0,,
"Spelt, flour ""Ruch"" (type 1100)",,,14.3,65.0,2.2,348,0.3,0.5,1.2,,,1.4,0.1,5.7,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,64,210,28,,2.8,27.0,2.4,240,9.3,n.d.,,
"Spelt, wholemeal flour (type 1900)",,,15.0,58.0,2.5,345,0.4,0.5,1.2,,,1.3,0.0,15.3,n.d.,,,0.44,0.09,0.82,,0.19,,67.4,0,0,0,0.63,,,130,390,31,,3.8,1.3,3.7,420,6.8,0,,
"Spinach in cream sauce, cooked",,,2.9,4.0,3.8,65,1.4,1,1,,,1.2,0.7,1.8,6,,,0.06,0.21,0.6,,0.16,,50,0.04,24.6,0,2.41,,,74,490,110,,0.6,300.0,1.5,58,n.d.,11,,
"Spinach quiche, baked (with cake dough)",,,6.5,13.8,11.9,192,6.3,3.2,1,,,1.1,1.2,1.9,48,,,0.1,0.17,0.65,,0.15,,31.5,0.11,15.4,0.3,1.84,,,60,400,94,,0.9,490.0,1.4,89,n.d.,12,,
"Spinach quiche, baked (with puff pastry)",,,6.1,11.5,12.8,189,6.9,3.4,1,,,1.1,1.2,1.8,51,,,0.1,0.17,0.64,,0.15,,31.2,0.11,15.4,0.4,1.84,,,59,400,94,,0.8,490.0,1.4,85,n.d.,12,,
"Spinach, raw",,,2.6,1.3,0.6,25,0.1,0,0.4,,,0.1,0.2,1.9,0,,,0.07,0.2,0.62,,0.21,,94.4,0,51,0,2.1,,,89,590,100,,0.6,69.0,1.8,46,0.4,12,,
"Spinach, steamed (without addition of salt)",,,3.3,1.6,0.8,31,0.1,0,0.4,,,0.1,0.2,2.3,0,,,0.08,0.24,0.65,,0.24,,74.5,0,36.9,0,2.76,,,110,660,130,,0.7,77.0,1.9,58,0.6,15,,
"Spirits, 40 vol% (e.g. Vodka, gin)",,,0.0,0.0,0.0,234,0,0,0,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,0,4,0,,0,3.0,0,4,n.d.,0,,
"Spirits, grain, 40% vol (e.g. whisky)",,,0.0,0.1,0.0,247,0,0,0,,,0.1,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,1,3,2,,0.1,1.0,0,5,n.d.,0,,
"Spirits, Kirsch, Cherry Schnaps",,,0.0,0.0,0.0,245,0,0,0,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,0,3,2,,0,0.0,0,0,n.d.,0,,
"Spirits, sugar cane (e.g. rum)",,,0.0,0.0,0.0,234,0,0,0,,,0,0.0,0,0,,,0.01,0,0,,0,,0,0,0,0,0,,,0,2,0,,0.1,1.0,0.1,5,n.d.,0,,
"Spirits, wine (e.g. cognac, brandy)",,,0.0,2.0,0.0,240,0,0,0,,,2,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,1,2,0,,0,2.0,0,0,n.d.,0,,
"Spreadable cream cheese preparation (around 20 % fat), plain",,,7.5,1.4,21.2,226,11.4,4.6,0.8,,,1.4,1.2,0,56,,,0.04,0.22,0.15,,0.08,,3.4,0.39,0,0.2,0.7,,,14,120,100,,2,500.0,n.d.,110,7,11,,
"Spring roll, deep fried",,,6.5,23.1,11.2,224,2.9,5.1,2.7,,,3,1.5,2.5,28,,,0.11,0.06,1.4,,0.12,,23.1,0.22,0.5,0.5,0.82,,,16,160,25,,0.6,610.0,0.9,67,4.4,1,,
"Squash slices, breaded, prepared",,,4.7,16.7,5.8,144,0.7,3.6,0.9,,,4.1,0.2,2.7,47,,,0.08,0.09,0.47,,0.09,,17.8,0.17,9,0.4,n.d.,,,12,370,50,,0.4,93.0,0.6,66,n.d.,5.8,,
"Squid, raw",,,14.4,2.2,1.2,77,0.3,0.1,0.4,,,0,0.6,0,247,,,0.04,0.03,1.57,,0.1,,11,3.15,1.6,0.4,1.2,,,44,230,18,,1.1,240.0,0.2,170,24,13,,
St. Gall Schüblig sausage,,,12.6,0.2,20.7,237,7.6,9.8,2.2,,,0.2,2.1,0,42,,,0.09,0.11,2.02,,0.05,,1,1.19,52.2,0,0.32,,,8.4,76,4.9,,1.7,850.0,0.9,140,n.d.,0.4,,
St. Paulin cheese,,,21.8,0.0,26.4,325,17.9,5.9,0.6,,,0,1.6,0,90,,,0.02,0.17,0.1,,0.02,,52.5,0.46,0,0.3,0.67,,,25,71,600,,2.7,640.0,0.1,400,n.d.,20,,
"Strawberry, fresh",,,0.6,6.0,0.4,38,0,0.1,0.2,,,5.6,0.0,3.8,0,,,0.02,0.02,0.37,,0.04,,40.7,0,55.8,0,0.3,,,12,140,18,,0.1,1.0,0.2,23,0.2,1,,
"Strudel dough, raw",,,7.6,44.3,2.5,234,0.3,1.4,0.6,,,0.2,1.9,2,0,,,0.13,0.02,0.2,,0.1,,10.2,0,0,0,0.81,,,22,110,9.5,,0.7,750.0,1,77,1.5,0.9,,
"Sugar, brown",,,0.0,97.6,0.0,390,0,0,0,,,97.6,0.1,0,0,,,0,0,0,,0.02,,0,0,0,0,0,,,22,320,85,,0.1,40.0,1.9,24,1,0,,
"Sugar loaf chicory, raw",,,1.2,1.5,0.2,16,0,0,0.1,,,1.5,0.0,1.6,0,,,0.06,0.08,0.31,,0.05,,16.2,0,6.8,0,0.5,,,10,230,35,,0.2,10.0,1,30,n.d.,3.3,,
"Sugar pea, raw",,,3.8,6.4,0.3,48,0,0,0.1,,,2.7,0.0,2.3,0,,,0.17,0.14,0.7,,0.12,,30.7,0,51.3,0,0.39,,,27,190,45,,0.5,1.8,1.1,61,0,1.7,,
"Sugar pea, steamed (without addition of salt)",,,4.1,6.9,0.3,52,0,0,0.1,,,2.9,0.0,2.5,0,,,0.15,0.14,0.64,,0.11,,20.9,0,43.7,0,0.44,,,28,180,49,,0.5,1.7,1,65,0,1.8,,
"Sugar, white",,,0.0,100.0,0.0,400,0,0,0,,,100,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,0,2,1,,0,0.0,0.1,0,0,0,,
Sunflower oil,,,0.0,0.0,100.0,900,11.1,27.6,56.3,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,56.95,,,0,1,1,,0.1,1.0,0.1,0,0,0,,
"Sunflower oil HO (high oleic), refined",,,0.0,0.0,100.0,900,9.9,83.7,3.8,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,40,,,0,0,0,,0,0.0,0,0,0,0,,
Sunflower seeds,,,25.1,3.6,54.5,621,5.4,19.8,23.5,,,3.4,0.0,8,0,,,1.48,0.36,8.3,,0.57,,227,0,1,0,36.85,,,330,750,86,,5.8,3.6,5,670,9.9,4,,
