name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
Surimi,,,8.3,11.8,4.9,125,0.5,2.4,1.4,,,2.1,1.6,0.3,11,,,0.02,0.02,0.22,,0.03,,2,0.71,0,0.5,1.1,,,12,52,19,,0.2,630.0,0.4,44,9.2,10,,
Sweet corn canned,,,3.0,18.2,1.7,105,0.3,0.3,0.5,,,6.9,0.8,2.3,0,,,0.04,0.08,1.4,,0.09,,33,0,1,0,0.34,,,22,200,4,,0.5,300.0,0.6,69,n.d.,0,,
"Sweet corn (canned), heated (without addition of salt)",,,3.1,18.6,1.7,107,0.3,0.3,0.5,,,7,0.7,2.3,0,,,0.03,0.08,1.19,,0.08,,21.1,0,0.8,0,0.35,,,21,180,4,,0.5,270.0,0.5,70,n.d.,0,,
"Sweet corn cob, pickled",,,3.4,21.0,1.4,119,0.2,0.4,0.6,,,2,0.0,4.2,0,,,0.22,0.07,1.7,,0.1,,50,0,7,0,0.7,,,33,250,3,,0,17.0,0.6,100,n.d.,0,,
"Sweet corn, raw",,,3.2,12.6,1.8,85,0.3,0.5,0.9,,,5.1,0.0,3,0,,,0.15,0.08,1.8,,0.16,,33,0,6.8,0,n.d.,,,37,310,4,,0.4,3.0,0.7,91,0.6,0.5,,
"Sweet corn, steamed",,,3.5,13.6,1.9,92,0.3,0.6,1,,,5.5,0.0,3.2,0,,,0.14,0.08,1.64,,0.15,,22.5,0,5.8,0,n.d.,,,38,300,4.3,,0.4,2.9,0.6,98,0.6,0.5,,
"Sweet potato, baked (without addition of fat and salt)",,,1.9,21.1,0.1,100,0,0,0,,,5.2,0.2,3.7,0,,,0.08,0.07,0.64,,0.23,,10.6,0,21,0,0.32,,,32,520,51,,0.4,68.0,0.7,64,n.d.,3,,
"Sweet potato, raw",,,1.6,17.1,0.1,81,0,0,0,,,4.2,0.1,3,0,,,0.08,0.06,0.56,,0.21,,11,0,19.3,0,0.26,,,26,420,41,,0.3,55.0,0.6,52,n.d.,2.4,,
"Sweet potato, steamed (without addition of salt)",,,1.6,17.1,0.1,81,0,0,0,,,4.2,0.1,3,0,,,0.07,0.06,0.51,,0.18,,6.7,0,15.8,0,0.27,,,25,370,40,,0.3,51.0,0.5,51,n.d.,2.3,,
Sweet whey,,,0.8,4.7,0.2,24,0.1,0.1,0,,,4.7,0.1,0,1,,,0.04,0.14,0.2,,0.04,,1,0.2,1,0,0,,,8,130,68,,0.1,45.0,0.1,40,n.d.,8,,
"Swiss chard, raw",,,1.0,1.6,0.2,16,0,0,0.1,,,1.2,0.1,1.8,0,,,0.04,0.02,0.4,,0.06,,18.7,0,10.7,0,n.d.,,,17,300,38,,0.1,53.0,0.9,10,0.5,4,,
"Swiss chard, steamed (without addition of salt)",,,1.3,2.0,0.3,20,0,0.1,0.1,,,1.5,0.1,2.2,0,,,0.04,0.02,0.42,,0.07,,14.7,0,7.7,0,n.d.,,,20,340,48,,0.1,60.0,0.9,13,0.6,5,,
"Syrup, ready to drink (dilution 1:5.5)",,,0.0,13.5,0.0,55,0,0,0,,,13.4,0.0,0.1,0,,,0,0,0.01,,0,,0.4,0,0.8,0,0.03,,,1.2,9.4,6.2,,0,1.0,0.1,0.8,0,0.1,,
Syrup undiluted,,,0.1,70.6,0.1,286,0,0,0.1,,,70.3,0.0,0.7,0,,,0.01,0.01,0.07,,0.02,,2,0,4,0,0.16,,,2,49,3,,0.1,1.0,0.4,4,n.d.,0.7,,
Table salt iodized,,,0.0,0.0,0.0,0,0,0,0,,,0,98.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,1,4,10,,0.1,39200.0,0.3,8,0.1,2500,,
Table salt iodized and fluoridized,,,0.0,0.0,0.0,0,0,0,0,,,0,100.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,1,4,10,,0.1,39900.0,0.3,8,0.1,2500,,
Table salt without iodine and fluoride,,,0.0,0.0,0.0,0,0,0,0,,,0,100.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,1,4,10,,0.1,39900.0,0.3,8,0.1,20,,
"Taboulé, prepared (with Bulgur)",,,2.3,11.5,5.5,110,0.7,3.9,0.5,,,1.1,0.4,2.8,0,,,0.07,0.03,0.95,,0.06,,21.6,0,9,0,1.8,,,22,150,19,,0.5,150.0,0.8,72,n.d.,1.9,,
"Taboulé, prepared (with Couscous)",,,3.0,14.3,6.1,128,0.7,4.4,0.5,,,1.4,0.4,1.8,0,,,0.03,0.02,0.27,,0.04,,18.1,0,10.2,0,1.89,,,16,130,19,,0.4,170.0,0.8,45,1.5,1.8,,
"Tartare sauce with rapeseed mayonnaise, home-made ",,,3.7,1.8,40.1,384,3.6,23.2,10.9,,,1.5,0.4,0.6,143,,,0.05,0.09,0.2,,0.07,,27.4,0.4,9.3,0.8,11.58,,,6.8,120,25,,0.5,140.0,0.8,77,n.d.,12,,
Tarte au citron,,,6.3,31.1,11.8,257,6.1,3.1,1,,,18.5,0.1,0.6,117,,,0.06,0.11,0.15,,0.06,,17.8,0.38,11.4,0.8,0.62,,,12,120,30,,0.6,52.0,0.8,90,n.d.,12,,
"Tea, no sugar added",,,0.0,0.0,0.0,0,0,0,0,,,0,0.0,0,0,,,0,0,0.1,,0,,5,0,0,0,0,,,1,19,0,,0,0.0,0,1,n.d.,1,,
"Tempeh, plain",,,17.6,7.9,4.7,157,0.6,1.1,2.8,,,0.2,0.1,6.2,0,,,0.03,0.18,1.46,,0.09,,38.5,0.02,0.5,0.3,1.17,,,66,340,89,,1.5,28.0,1.8,220,2.7,0.7,,
Terrine de campagne,,,13.6,0.9,26.5,298,9.7,12,3,,,0.7,2.2,0.1,119,,,0.25,0.75,4.13,,0.2,,20.9,6.33,3.9,0,0.46,,,14,130,17,,2,870.0,4.2,110,n.d.,4.8,,
"Terrine, game meat",,,16.4,1.6,18.6,242,7.4,7.8,2.1,,,1.4,2.2,0.1,107,,,0.15,0.61,4.53,,0.2,,16.1,4.91,44.8,0.1,0.41,,,14,160,14,,2.4,870.0,4,150,n.d.,3.5,,
Tête de Moine,,,24.2,0.0,35.5,417,21.3,8.3,1.6,,,0,2.3,0,107,,,0.01,0.27,0.08,,0.27,,24,1.6,0,0.7,0.59,,,27,84,700,,3.9,930.0,0.1,510,n.d.,28,,
Thickened pear juice,,,3.1,81.0,1.7,351,0.6,0.1,0.8,,,79.8,0.0,0,0,,,0.2,0.22,1.29,,0.09,,63,0,20.2,0,3.14,,,49,710,70,,0.8,14.0,1.1,77,n.d.,5.6,,
"Thin pancakes, prepared",,,9.4,19.0,13.2,234,6.6,3.6,1.2,,,2.9,0.4,0.7,161,,,0.09,0.23,0.15,,0.08,,23.1,0.57,0.6,1.2,0.68,,,18,190,92,,1,160.0,1,160,10,21,,
"Thin pancakes with bacon, prepared",,,11.3,15.0,16.3,253,7.4,5.6,1.4,,,2.4,0.9,0.6,137,,,0.21,0.21,1.01,,0.11,,18.7,0.52,5.8,1,0.59,,,18,210,74,,1.2,370.0,0.9,160,10,16,,
"Thin pancakes with camembert cheese, prepared",,,11.9,14.9,15.5,247,8.2,4,1.2,,,2.3,0.8,0.6,142,,,0.07,0.23,0.36,,0.1,,35.5,0.84,0.5,1,0.63,,,19,170,150,,1.2,320.0,0.8,180,n.d.,21,,
"Thin pancakes with ham, prepared",,,12.9,13.2,9.7,193,4.7,2.8,0.9,,,2.2,1.0,0.5,124,,,0.31,0.22,2.13,,0.18,,16.4,0.42,19.7,0.8,0.52,,,20,270,68,,1.3,410.0,0.9,210,9.4,15,,
"Thin pancakes with mushrooms, prepared",,,5.9,7.9,9.0,139,4.8,2.2,0.7,,,1.7,0.4,1.6,68,,,0.09,0.28,2.3,,0.09,,19.3,0.21,2.3,1.7,0.32,,,15,330,45,,0.7,140.0,1.1,130,n.d.,20,,
"Thin pancakes with Nutella, prepared",,,7.9,35.8,22.1,377,9.3,8.9,2.3,,,26.4,0.3,1.7,88,,,0.09,0.21,0.23,,0.08,,20.3,0.39,0.5,0.7,2.1,,,35,290,110,,1,110.0,1.9,160,n.d.,13,,
"Thin pancakes with sugar and cinnamon, prepared",,,8.3,29.0,11.5,254,5.7,3.1,1.1,,,14.9,0.3,0.7,141,,,0.08,0.2,0.14,,0.07,,20.3,0.5,0.5,1,0.6,,,16,170,83,,0.8,140.0,1,140,8.8,18,,
"Thin pancakes with vegetable filling, prepared",,,6.1,13.9,9.2,166,4,3.1,0.9,,,4.1,0.2,1.6,95,,,0.08,0.16,0.36,,0.14,,26.8,0.34,27.7,0.7,1.06,,,15,220,63,,0.6,96.0,0.7,100,6,13,,
"Thyme, fresh",,,1.5,7.3,1.2,52,0.6,0.1,0.3,,,7.2,0.0,3,0,,,0.08,0.07,0.8,,0.15,,19.5,0,0,0,0.8,,,36,130,310,,1,9.0,20,32,n.d.,1,,
"Tilsiter, pasteurized milk, at least 45% fidm",,,24.1,0.0,28.0,351,16.8,6.6,1.3,,,0,1.4,0,84,,,0.05,0.27,0.21,,0.06,,30,1.64,0,0.5,0.76,,,29,60,840,,3.7,550.0,0.1,510,n.d.,7.3,,
"Tilsiter, raw milk, at least 45% fidm",,,25.6,0.0,30.2,376,18.1,7.1,1.4,,,0,1.7,0,91,,,0.05,0.38,0.23,,0.06,,33,1.33,0,0.6,0.84,,,24,98,900,,4.2,690.0,0.3,540,n.d.,7.9,,
Tiramisu,,,4.3,30.4,9.8,240,6.4,2.4,0.4,,,19.5,0.2,1.2,45,,,0.02,0.1,0.24,,0.32,,5.5,0.08,0.5,0.3,0.86,,,18,230,94,,0.5,77.0,0.7,110,n.d.,8.1,,
"Tofu ferm, plain (produced with calcium salt)",,,14.7,2.9,8.5,148,1.4,1.9,4.8,,,0.6,0.0,0.5,0,,,0.06,0.03,0.28,,0.04,,25.1,0,0.5,0,0.55,,,49,170,220,,1.2,2.0,2,180,2.2,6,,
"Tofu, ferm, plain (produced with nigari)",,,14.7,2.9,8.5,148,1.4,1.9,4.8,,,0.6,0.1,0.5,0,,,0.03,0.01,0.28,,0.05,,25.1,0,0.5,0,0.55,,,130,140,72,,1.4,51.0,2,210,1.2,6,,
"Tofu, firm, plain (average)",,,14.7,2.9,8.5,148,1.4,1.9,4.8,,,0.6,0.1,0.5,0,,,0.06,0.03,0.28,,0.04,,25.1,0,0.5,0,0.55,,,100,150,120,,1.3,35.0,2,200,1.5,6,,
"Tofu, firm, plain (average), roasted (without addition of fat and salt)",,,18.0,3.6,8.9,168,1.4,2,5.1,,,0.7,0.1,0.6,0,,,0.05,0.03,0.29,,0.04,,23.8,0,0.5,0,0.59,,,110,150,140,,1.6,37.0,2.4,210,1.9,7.6,,
"Tofu, silken (soft), plain",,,5.0,1.5,2.9,53,0.5,0.7,1.6,,,1.1,0.0,0.6,0,,,0.08,0.02,0.4,,0.04,,24.2,0,0.5,0,0.2,,,58,170,49,,0.6,17.0,1,98,1.1,0.7,,
"Tofu, smoked (average)",,,16.4,2.9,9.5,164,1.5,2,5.6,,,0.9,1.0,0.5,0,,,0.08,0.05,0.41,,0.05,,16.4,0.02,0.5,0.3,0.66,,,110,190,130,,1.5,390.0,2.3,230,1.4,n.d.,,
"Tofu, smoked (average), roasted (without addition of fat and salt)",,,17.5,3.2,8.8,163,1.4,1.8,5.2,,,0.9,0.9,0.6,0,,,0.06,0.05,0.37,,0.03,,13.9,0.02,0.5,0.2,0.62,,,100,170,140,,1.6,370.0,2.5,220,1.5,n.d.,,
"Tofu, smoked (produced with calcium salt)",,,16.4,2.9,9.5,164,1.5,2,5.6,,,0.9,1.4,0.5,0,,,0.08,0.05,0.41,,0.05,,16.4,0.02,0.5,0.3,0.66,,,65,210,230,,1.6,550.0,2.5,230,2.2,n.d.,,
"Tofu, smoked (produced with nigari)",,,16.4,2.9,9.5,164,1.5,2,5.6,,,0.9,0.7,0.5,0,,,0.08,0.05,0.41,,0.05,,16.4,0.02,0.5,0.3,0.66,,,130,170,66,,1.4,280.0,2.2,230,0.8,n.d.,,
"Tomato, dried",,,14.1,43.5,3.0,282,0.4,0.5,1.1,,,37.6,5.3,12.3,0,,,0.2,0.49,9.05,,0.33,,68,0,39.2,0,0.01,,,190,3430,110,,2,2120.0,9.1,360,5.5,n.d.,,
"Tomato, dried, in oil, drained",,,4.3,13.4,11.7,187,1.3,5.9,3.5,,,6.5,2.6,5.6,0,,,0.19,0.38,3.63,,0.32,,23,0,11.5,0,4.86,,,81,1570,47,,0.8,1020.0,2.7,140,n.d.,n.d.,,
Tomato juice,,,0.7,2.7,0.1,15,0.1,0,0,,,1.9,0.5,0.1,0,,,0.03,0.02,0.37,,0.05,,14.6,0,9,0,0.75,,,12,200,13,,0.1,200.0,0.4,24,0.3,1.8,,
Tomato paste,,,4.5,12.9,0.2,77,0,0,0.1,,,12.4,0.6,2.8,0,,,0.22,0.12,3.5,,0.44,,54,0,38,0,5.37,,,48,1150,48,,0.7,240.0,1.6,94,n.d.,4,,
"Tomato, peeled (pelati), canned",,,1.1,3.8,0.1,22,0,0,0,,,3.8,0.0,0.8,0,,,0.13,0.04,1,,0.12,,11,0,11,0,1.33,,,10,210,11,,0.1,5.0,0.6,17,0,3,,
"Tomato quiche, baked (with cake dough)",,,4.3,13.6,11.2,175,6.2,2.7,0.8,,,2.8,0.4,1.2,67,,,0.06,0.08,0.41,,0.08,,13.5,0.18,11.1,0.5,0.67,,,13,210,37,,0.4,160.0,0.7,72,n.d.,6.6,,
"Tomato quiche, baked (with puff pastry)",,,3.9,11.0,12.2,171,6.8,3,0.8,,,2.8,0.4,1.1,70,,,0.06,0.08,0.4,,0.08,,13.2,0.18,11.1,0.5,0.68,,,12,200,36,,0.4,160.0,0.6,68,n.d.,6.6,,
"Tomato, raw",,,0.9,3.3,0.3,21,0.1,0,0.1,,,3.2,0.0,1.2,0,,,0.05,0.02,0.65,,0.09,,18.1,0,25.5,0,0.42,,,8.2,240,8.3,,0.1,2.4,0.1,22,0.1,0.6,,
Tomato sauce,,,1.8,9.7,2.1,69,0.5,0.9,0.6,,,4.1,1.4,1.9,0,,,0.06,0.05,1,,0,,12,0,11,0.1,0.5,,,17,360,23,,0.4,540.0,1.4,33,n.d.,1.6,,
Tomato soup,,,0.7,6.3,1.0,39,0.4,0.3,0.3,,,3,0.6,0.9,3,,,0.01,0.06,0.58,,0.2,,23.8,0.01,6.4,0,0.69,,,5.9,130,11,,0.1,260.0,0.1,15,n.d.,3,,
"Tomato, stewed (without addition of fat and salt)",,,1.1,4.0,0.3,26,0.1,0,0.1,,,3.9,0.0,1.5,0,,,0.05,0.02,0.68,,0.1,,14.3,0,24.5,0,0.55,,,9,250,11,,0.1,2.7,0.2,27,0.1,0.7,,
Tomme cheese,,,20.3,0.0,22.5,284,13.5,5.3,1,,,0,1.8,0,68,,,0.01,0.4,0.12,,0.18,,24,1.8,0,0.2,0.59,,,18,76,290,,1.9,720.0,0.1,230,n.d.,0,,
"Tongue (average of veal and beef), raw",,,16.6,2.8,12.6,191,4.9,5.8,0.8,,,0,0.2,0,104,,,0.14,0.29,4.15,,0.13,,6,4.5,2.9,0,0.18,,,18,230,9.5,,2.8,83.0,2.9,180,7,2.3,,
"Tortilla chips, corn-based",,,7.8,56.0,27.2,509,6.6,11.4,8.1,,,2.4,2.4,4.4,0,,,0.15,0.2,1.8,,0.17,,18,0,0,0,5.9,,,43,190,67,,0,970.0,1.9,130,n.d.,0,,
"Trout, raw",,,17.7,0.0,6.2,127,1.3,2.2,2.5,,,0,0.1,0,n.d.,,,0.08,0.06,5.54,,0.54,,n.d.,5,n.d.,5.9,1.94,,,30,470,14,,0.4,40.0,2,220,9.8,14,,
"Trout, smoked",,,23.4,0.0,9.3,177,1.7,3,2.4,,,0,3.2,0,48,,,0.21,0.08,7.1,,0.67,,26,3.2,0,5.2,1.67,,,31,410,2.7,,0.4,1270.0,0.4,230,23,40,,
"Trout, whole, boiled (without addition of fat and salt)",,,16.6,0.0,5.4,115,1.1,1.9,2.1,,,0,0.1,0,n.d.,,,0.08,0.05,4.85,,0.47,,n.d.,5,n.d.,5.2,1.7,,,32,440,18,,0.6,43.0,2,230,11,15,,
"Tuna in oil, drained",,,27.3,0.9,9.6,199,1.4,3.8,3.9,,,0,0.8,0,41,,,0.03,0.04,13.25,,0.39,,7.5,2.75,0,0.8,4.7,,,34,280,6.5,,0.5,320.0,0.6,190,51,13,,
"Tuna in water, drained",,,24.9,0.0,1.0,109,0.3,0.2,0.4,,,0,0.7,0,47,,,0,0.11,10.3,,0.31,,3,3.4,0,1.1,0.6,,,27,230,10,,0.9,290.0,1.5,170,69,12,,
Tuna salad on oil-vinagre-dressing (made from tuna in water),,,8.8,6.8,4.8,108,0.7,3.1,0.6,,,3.1,0.7,1.1,14,,,0.02,0.06,3.68,,0.14,,16.1,1.03,4.1,0.3,1.48,,,18,180,8.4,,0.5,290.0,0.8,81,n.d.,4.1,,
"Turkey, breast (schnitzel, ground), raw",,,24.0,0.0,1.5,109,0.3,0.3,0.3,,,0,0.2,0,37,,,0.12,0.1,9.86,,0.4,,8,0.57,0,0,0,,,32,330,7.9,,1.8,63.0,0.7,210,8.9,1.5,,
"Turkey, brest, schnitzel, ground, pan fried (without addition of fat and salt)",,,31.8,0.0,1.5,141,0.3,0.3,0.3,,,0,0.2,0,50,,,0.11,0.13,10.66,,0.3,,5.4,0.5,0,0,0,,,35,400,11,,2.4,72.0,0.9,240,12,2,,
Tyrolese cake,,,8.9,40.1,34.6,514,13.7,15.4,2.6,,,26.7,0.1,3.3,123,,,0.15,0.09,0.4,,0.15,,25.1,0.29,0.4,0.9,3.85,,,54,310,54,,1.3,57.0,2.1,150,6.6,11,,
Tzatziki,,,6.1,3.8,10.9,138,0.8,6.6,2.9,,,2.7,0.9,0,9,,,0.05,0.19,1.54,,0.05,,14.8,0.59,0.5,0,2.45,,,8.8,150,88,,0.3,350.0,0.1,100,n.d.,3.1,,
Vacherin Fribourgeois,,,23.5,0.0,30.4,370,18.2,7.1,1.4,,,0,1.5,0,91,,,0.01,0.33,0.14,,0.09,,33.2,1.62,0,0.4,0.81,,,25,88,640,,2.7,600.0,0.1,460,n.d.,27,,
Vacherin Mont d'or,,,17.2,0.0,23.2,279,13.9,5.4,1.1,,,0,1.7,0,70,,,0.01,0.26,0.2,,0.26,,51.5,2.06,0,0.5,0.64,,,20,78,430,,1.9,690.0,0.1,300,n.d.,20,,
"Vanille cream, home-made, cooked",,,4.3,12.7,4.6,109,2.3,1.3,0.4,,,11.6,0.1,0,62,,,0.03,0.19,0.08,,0.03,,10.9,0.39,0.5,0.4,0.27,,,9.8,140,100,,0.5,52.0,0.3,99,4.1,13,,
"Veal (average excluding offal, chop), raw",,,21.1,0.0,4.8,127,1.9,2.1,0.5,,,0,0.2,0,71,,,0.08,0.23,6.39,,0.45,,10.1,1.47,0,2.5,0.35,,,22,340,9.7,,2.6,66.0,1.1,200,n.d.,1.3,,
"Veal, breast, cooked (without addition of fat and salt)",,,23.5,0.0,15.5,234,6.6,7.3,1.2,,,0,0.1,0,104,,,0.05,0.22,3.5,,0.18,,6.5,1.37,0,5.4,0.31,,,15,220,6.1,,3.7,41.0,0.9,160,10,2.7,,
"Veal, breast, raw",,,18.3,0.0,14.5,204,6.2,6.8,1.1,,,0,0.2,0,73,,,0.08,0.19,4.9,,0.32,,7,1.6,0,5,0.29,,,18,310,5.3,,2.6,64.0,0.6,170,7.2,1.9,,
"Veal, chopped, pan fried  (without addition of fat and salt)",,,28.2,0.0,1.1,123,0.4,0.4,0.3,,,0,0.1,0,89,,,0.05,0.22,8,,0.28,,8,1.51,0,3.7,0.37,,,25,290,5.8,,4.5,59.0,0.8,230,9.3,2.6,,
"Veal, chopped, raw",,,22.0,0.0,1.1,98,0.4,0.4,0.3,,,0,0.1,0,66,,,0.08,0.19,7.4,,0.46,,7,1.6,0,5,0.5,,,22,360,4.8,,3.3,51.0,0.6,200,6.9,1.9,,
"Veal chopped with curry sauce, homemade",,,13.1,3.3,5.0,111,1.6,2.4,0.6,,,1.5,0.5,0.4,46,,,0.03,0.11,2.85,,0.14,,4.6,0.6,0.6,2.3,0.76,,,15,170,15,,2.1,220.0,1.1,110,n.d.,1.8,,
"Veal, chop, raw",,,20.7,0.0,8.7,161,3.6,3.7,0.8,,,0,0.1,0,62,,,0.08,0.19,3.4,,0.62,,7,1.6,0,5,0.79,,,19,340,5.3,,2.9,51.0,0.6,180,7.2,0.1,,
"Veal, eye of round, raw",,,21.9,0.0,1.8,104,0.7,0.8,0.3,,,0,0.1,0,63,,,0.08,0.19,7.4,,0.46,,7,1.6,0,5,0.5,,,20,370,4,,2.1,43.0,0.5,210,6.9,1.8,,
"Veal, filet, raw",,,21.2,0.0,3.8,119,1.3,1.3,0.4,,,0,0.2,0,78,,,0.07,0.26,9.08,,0.56,,14,1.2,0,0,0.3,,,25,320,17,,2.5,91.0,1.4,210,n.d.,0.1,,
"Veal, filet, steak, raw",,,22.8,0.0,2.4,113,1,1.1,0.3,,,0,0.1,0,65,,,0.08,0.19,3.4,,0.51,,7,1.6,0,5,0.5,,,21,360,4.7,,2.3,44.0,0.5,200,7.2,3.5,,
"Veal, kidney, raw",,,15.8,1.0,3.1,95,1,0.7,0.6,,,0,0.4,0,364,,,0.37,2.5,6.47,,0.5,,80,28.2,12.7,0.5,0.2,,,16,270,11,,1.8,180.0,12,240,n.d.,4.2,,
"Veal, knuckle, braised (whitout addition of fat and salt)",,,29.7,0.0,4.3,158,1.3,1.8,0.4,,,0,0.1,0,109,,,0.06,0.35,5.53,,0.32,,14.2,0.94,0,0,0.35,,,26,280,6.6,,3.5,44.0,3.5,270,9.8,0.2,,
"Veal, knuckle, raw",,,20.7,0.0,3.7,116,1.1,1.6,0.4,,,0,0.2,0,70,,,0.08,0.27,5.9,,0.45,,14,1,0,0,0.3,,,26,360,5,,2.3,62.0,2.3,220,6.3,0.1,,
"Veal, liver, raw",,,19.6,4.6,3.4,127,1.3,0.7,1.2,,,0,0.2,0,350,,,0.24,2.54,14.44,,0.9,,240,60,23,0.3,0.37,,,19,300,9,,4,68.0,7.4,330,40,4.3,,
"Veal, minced, raw",,,20.5,0.0,2.6,105,1.1,1.1,0.3,,,0,0.1,0,72,,,0.08,0.19,6.18,,0.51,,7,1.6,0,5,0.5,,,20,330,4.9,,3.3,57.0,0.8,190,n.d.,1.9,,
"Veal piccata, prepared",,,22.5,5.5,11.6,217,3,5.8,1.4,,,0.1,0.9,0.3,155,,,0.06,0.28,4.56,,0.19,,23.3,1.1,0,0.8,0.81,,,25,230,100,,2.5,340.0,2.3,260,n.d.,14,,
"Veal, ragout, raw",,,20.0,0.0,2.4,102,1,1.1,0.3,,,0,0.1,0,72,,,0.08,0.19,6.19,,0.51,,7,1.6,0,5,0.29,,,19,330,4.7,,3.7,57.0,0.6,190,n.d.,0.8,,
"Veal ragout with gravy, prepared",,,10.7,2.9,3.2,85,0.6,2.1,0.4,,,1.2,0.7,0.6,40,,,0.03,0.09,2.12,,0.14,,8.6,0.53,0.7,2.1,0.6,,,8.8,130,8.9,,2.1,300.0,0.4,91,n.d.,1,,
"Veal, round, schnitzel, raw",,,22.2,0.0,1.6,103,0.5,0.5,0.2,,,0,0.2,0,65,,,0.08,0.28,7.4,,0.47,,14,1.1,0,0,0.26,,,27,370,5,,2.3,64.0,2.3,220,6.9,0.1,,
"Veal schnitzel, pan fried in rapeseed oil HOLL",,,26.8,0.0,8.6,185,0.9,5.9,1.1,,,0,1.0,0,83,,,0.05,0.3,7.53,,0.27,,15.1,0.98,0,0,0.57,,,29,280,5.8,,3,390.0,2.8,240,8.8,0.3,,
"Veal schnitzel, pan fried (without addition of fat and salt)",,,28.4,0.0,1.6,128,0.5,0.5,0.2,,,0,0.2,0,88,,,0.05,0.32,8,,0.29,,16.1,1.04,0,0,0.19,,,31,300,6.1,,3.2,74.0,3,260,9.3,0.1,,
"Veal, shoulder, roast in oven (without addition of fat and salt)",,,28.6,0.0,5.2,161,1.7,2.1,0.5,,,0,0.3,0,121,,,0.08,0.38,7.38,,0.31,,14.8,1.9,0,0,0.22,,,30,330,30,,5.9,120.0,2,270,10,0.1,,
"Veal, shoulder, roast, raw",,,20.2,0.0,4.6,122,1.6,1.9,0.5,,,0,0.2,0,81,,,0.09,0.29,6.18,,0.39,,11.7,1.7,0,0,0.27,,,23,310,22,,4,91.0,1.4,200,6.9,0.1,,
"Veal,steak, pan fried (without addition of fat and salt)",,,27.3,0.0,3.9,144,1.3,1.3,0.4,,,0,0.3,0,106,,,0.04,0.3,9.82,,0.34,,16.1,1.14,0,0,0.22,,,29,260,21,,3.4,100.0,1.8,240,n.d.,0.1,,
"Veal, sweetbread, raw",,,17.2,0.0,3.0,96,1.3,0.8,0.6,,,0,0.2,0,268,,,0.08,0.17,2.58,,0.03,,15,6,56,0,0.2,,,16,430,4,,1.9,83.0,1.9,560,6,4,,
"Veal, tongue, raw",,,17.2,1.9,12.2,186,5,5.6,0.6,,,0,0.2,0,100,,,0.15,0.29,3.7,,0.13,,5,4,2.7,0,0.1,,,17,210,9,,2.6,86.0,2.8,190,2,2.3,,
"Vegetable au gratin, baked",,,2.6,2.4,3.9,58,2.3,0.9,0.3,,,2.1,0.3,1.6,9,,,0.04,0.08,0.6,,0.07,,22.3,0.07,24.7,0.1,0.26,,,13,250,80,,0.4,110.0,0.2,65,n.d.,2.9,,
"Vegetable lasagne, prepared",,,4.3,11.2,7.6,133,4.4,2,0.4,,,2.4,1.2,1.1,20,,,0.02,0.09,0.35,,0.05,,5.5,0.12,7.2,0.1,0.45,,,14,130,120,,0.5,470.0,0.3,96,n.d.,5.5,,
"Vegetables (average), boiled (without addition of salt and fat)",,,1.2,4.0,0.3,28,0.1,0,0.1,,,3.2,0.0,2,0,,,0.04,0.03,0.34,,0.08,,18.5,0,14.6,0,0.43,,,8.1,130,23,,0.2,8.8,0.3,28,0.4,1.5,,
"Vegetables (average), raw",,,1.3,4.3,0.3,29,0.1,0,0.1,,,3.4,0.0,2,0,,,0.05,0.05,0.5,,0.11,,36.2,0,27.1,0,0.43,,,13,250,24,,0.2,12.0,0.3,31,0.4,1.7,,
"Vermouth, 15 vol%",,,0.1,13.5,0.0,139,0,0,0,,,13.5,0.1,0,0,,,0,0,0,,0,,0,0,0,0,0,,,5.4,42,8,,0,20.0,0.5,6.9,n.d.,0,,
Vinaigrette dressing (with rapeseed oil),,,4.2,1.8,22.9,232,2.2,13,6.1,,,1.3,0.3,0.5,106,,,0.04,0.08,0.08,,0.05,,23,0.32,1.7,0.8,6.35,,,8,90,20,,0.4,120.0,0.7,62,n.d.,8.9,,
